IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,6.32
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,43,6.32
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,6.32
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.32
47.236.165.25,8443,8443,true,SIN,Asia Pacific,Singapore,10,6.32
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,8,6.32
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.32
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,6.32
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,45,6.31
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,41,6.31
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,44,6.31
8.219.110.88,2087,2087,true,SIN,Asia Pacific,Singapore,131,6.31
47.74.5.99,2087,2087,true,NRT,Asia Pacific,Tokyo,72,6.31
47.236.121.23,2082,2082,false,SIN,Asia Pacific,Singapore,33,6.30
8.210.117.18,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,6.30
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,113,6.30
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,6.30
8.222.175.6,443,443,true,SIN,Asia Pacific,Singapore,25,6.30
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,35,6.30
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,31,6.30
8.222.214.13,443,443,true,SIN,Asia Pacific,Singapore,70,6.29
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,9,6.29
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,59,6.29
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,6.29
8.222.211.16,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.29
47.74.43.95,2096,2096,true,NRT,Asia Pacific,Tokyo,71,6.28
8.222.204.128,443,443,true,SIN,Asia Pacific,Singapore,92,6.28
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,91,6.28
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,6.28
8.219.73.188,2096,2096,true,SIN,Asia Pacific,Singapore,81,6.28
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,27,6.28
8.219.195.47,2087,2087,true,SIN,Asia Pacific,Singapore,87,6.27
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,15,6.27
47.236.146.249,8443,8443,true,SIN,Asia Pacific,Singapore,58,6.27
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,6.26
8.219.100.155,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.26
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,25,6.26
47.245.108.213,443,443,true,SIN,Asia Pacific,Singapore,34,6.26
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,5,6.26
8.219.87.34,2087,2087,true,SIN,Asia Pacific,Singapore,35,6.25
8.219.103.57,80,80,false,SIN,Asia Pacific,Singapore,22,6.25
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.25
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,24,6.25
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,6.24
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,6.24
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,44,6.24
8.218.158.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,6.23
8.219.198.34,2096,2096,true,SIN,Asia Pacific,Singapore,130,6.23
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,36,6.23
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,6.23
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,25,6.23
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,55,6.23
47.236.116.26,2052,2052,false,SIN,Asia Pacific,Singapore,17,6.23
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,6.22
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,7,6.22
8.219.50.180,8880,8880,false,SIN,Asia Pacific,Singapore,6,6.22
47.236.11.84,2096,2096,true,SIN,Asia Pacific,Singapore,58,6.22
47.236.104.98,2053,2053,true,SIN,Asia Pacific,Singapore,53,6.21
8.219.12.152,2083,2083,true,SIN,Asia Pacific,Singapore,42,6.21
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,9,6.21
47.243.162.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,6.21
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,6.21
8.219.74.35,2096,2096,true,SIN,Asia Pacific,Singapore,76,6.21
8.222.180.242,2053,2053,true,SIN,Asia Pacific,Singapore,59,6.20
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,43,6.20
8.222.222.64,443,443,true,SIN,Asia Pacific,Singapore,52,6.20
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,6.20
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,97,6.20
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.20
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,115,6.20
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,6.19
8.219.97.179,2052,2052,false,SIN,Asia Pacific,Singapore,28,6.19
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,23,6.19
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,49,6.19
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,6.18
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,19,6.18
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,70,6.18
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,72,6.18
8.219.83.201,2087,2087,true,SIN,Asia Pacific,Singapore,68,6.18
8.219.140.229,80,80,false,SIN,Asia Pacific,Singapore,7,6.18
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,99,6.18
47.74.45.143,2087,2087,true,NRT,Asia Pacific,Tokyo,74,6.18
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,32,6.17
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,50,6.17
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,6.17
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,99,6.17
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.17
8.222.180.242,2087,2087,true,SIN,Asia Pacific,Singapore,53,6.17
8.219.12.152,8080,8080,false,SIN,Asia Pacific,Singapore,12,6.17
47.74.45.143,2053,2053,true,NRT,Asia Pacific,Tokyo,99,6.16
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,42,6.16
8.210.192.93,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,6.16
8.222.146.222,2087,2087,true,SIN,Asia Pacific,Singapore,47,6.16
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,6.15
8.222.208.83,2096,2096,true,SIN,Asia Pacific,Singapore,82,6.15
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,6.15
47.74.7.51,80,80,false,NRT,Asia Pacific,Tokyo,76,6.15
8.219.210.64,2087,2087,true,SIN,Asia Pacific,Singapore,100,6.15
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,6.15
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,6.15
8.222.249.98,80,80,false,SIN,Asia Pacific,Singapore,21,6.15
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,12,6.15
8.219.163.195,2096,2096,true,SIN,Asia Pacific,Singapore,59,6.14
47.245.93.74,443,443,true,SIN,Asia Pacific,Singapore,73,6.14
8.222.213.221,8080,8080,false,SIN,Asia Pacific,Singapore,27,6.14
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,97,6.14
8.222.214.13,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.14
47.242.232.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,6.14
8.219.1.92,2096,2096,true,SIN,Asia Pacific,Singapore,137,6.14
8.210.151.69,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,6.14
8.222.187.4,2083,2083,true,SIN,Asia Pacific,Singapore,52,6.13
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,48,6.13
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,6.13
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,43,6.13
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,41,6.13
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,28,6.13
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,6.13
8.210.117.18,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,6.13
47.74.5.99,8443,8443,true,NRT,Asia Pacific,Tokyo,71,6.13
47.236.7.106,2087,2087,true,SIN,Asia Pacific,Singapore,72,6.13
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,6.12
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,6.12
47.236.116.26,80,80,false,SIN,Asia Pacific,Singapore,37,6.12
8.219.99.8,2053,2053,true,SIN,Asia Pacific,Singapore,103,6.12
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,52,6.12
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,6.12
8.217.91.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,95,6.11
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,6.11
8.222.138.164,2087,2087,true,SIN,Asia Pacific,Singapore,52,6.11
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,6.11
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,21,6.10
47.74.45.143,8080,8080,false,NRT,Asia Pacific,Tokyo,81,6.10
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,71,6.10
8.219.6.157,8443,8443,true,SIN,Asia Pacific,Singapore,102,6.10
8.222.138.164,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.09
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,91,6.09
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,6.09
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,87,6.09
8.219.106.15,2083,2083,true,SIN,Asia Pacific,Singapore,119,6.09
8.222.152.165,2053,2053,true,SIN,Asia Pacific,Singapore,33,6.08
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.07
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.07
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,6.07
8.219.195.47,2083,2083,true,SIN,Asia Pacific,Singapore,143,6.07
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,129,6.07
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,6.07
47.76.37.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,6.07
47.74.37.50,2083,2083,true,NRT,Asia Pacific,Tokyo,101,6.06
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,41,6.06
47.236.87.206,443,443,true,SIN,Asia Pacific,Singapore,58,6.06
8.222.140.87,8443,8443,true,SIN,Asia Pacific,Singapore,80,6.06
47.236.87.206,2052,2052,false,SIN,Asia Pacific,Singapore,38,6.06
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,22,6.05
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,111,6.05
8.219.170.180,2052,2052,false,SIN,Asia Pacific,Singapore,8,6.05
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,6.05
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.04
8.210.21.65,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,6.04
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,6,6.04
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.04
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,6.04
47.236.104.98,8880,8880,false,SIN,Asia Pacific,Singapore,32,6.04
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,57,6.04
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,20,6.03
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,6.03
8.219.6.157,2083,2083,true,SIN,Asia Pacific,Singapore,64,6.03
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,36,6.03
8.222.212.172,8880,8880,false,SIN,Asia Pacific,Singapore,5,6.03
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,31,6.02
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.02
47.236.150.13,2053,2053,true,SIN,Asia Pacific,Singapore,60,6.01
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,3,6.01
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,6.01
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,38,6.01
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.01
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,22,6.01
8.219.156.148,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.00
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,6.00
8.222.212.172,2095,2095,false,SIN,Asia Pacific,Singapore,4,6.00
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,6.00
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,60,6.00
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,6.00
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,66,5.99
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,35,5.99
8.222.208.83,2095,2095,false,SIN,Asia Pacific,Singapore,47,5.99
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,47,5.99
8.219.1.92,2083,2083,true,SIN,Asia Pacific,Singapore,71,5.98
8.219.213.112,2052,2052,false,SIN,Asia Pacific,Singapore,18,5.98
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,5.98
8.218.119.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,5.98
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,5.97
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,7,5.97
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,5.97
8.219.104.242,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.96
47.74.43.95,2087,2087,true,NRT,Asia Pacific,Tokyo,75,5.96
8.219.73.21,2083,2083,true,SIN,Asia Pacific,Singapore,85,5.96
47.236.104.98,2082,2082,false,SIN,Asia Pacific,Singapore,34,5.96
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,42,5.96
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,81,5.95
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,20,5.95
8.219.163.195,80,80,false,SIN,Asia Pacific,Singapore,11,5.95
8.222.221.109,2086,2086,false,SIN,Asia Pacific,Singapore,5,5.94
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,67,5.94
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,5.94
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,5.94
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,5.94
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,4,5.94
47.74.20.106,2053,2053,true,NRT,Asia Pacific,Tokyo,158,5.93
8.218.110.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,5.93
47.74.2.161,8080,8080,false,NRT,Asia Pacific,Tokyo,73,5.93
8.209.98.99,443,443,true,FRA,Europe,Frankfurt,256,5.93
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.92
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,50,5.92
8.222.249.98,8880,8880,false,SIN,Asia Pacific,Singapore,34,5.91
8.219.198.34,2053,2053,true,SIN,Asia Pacific,Singapore,73,5.91
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,6,5.91
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,77,5.91
8.219.238.145,2087,2087,true,SIN,Asia Pacific,Singapore,8,5.90
8.219.13.143,2086,2086,false,SIN,Asia Pacific,Singapore,25,5.90
47.236.10.100,2087,2087,true,SIN,Asia Pacific,Singapore,73,5.90
8.219.197.111,2052,2052,false,SIN,Asia Pacific,Singapore,20,5.90
8.219.3.53,2086,2086,false,SIN,Asia Pacific,Singapore,3,5.89
47.74.45.143,2086,2086,false,NRT,Asia Pacific,Tokyo,68,5.89
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,105,5.89
8.217.167.88,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,5.89
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,42,5.89
8.218.110.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,5.89
47.245.93.74,2096,2096,true,SIN,Asia Pacific,Singapore,45,5.89
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,5.89
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,6,5.89
8.219.152.195,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.89
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,5.88
47.236.97.90,2087,2087,true,SIN,Asia Pacific,Singapore,89,5.88
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,37,5.88
8.219.73.21,2096,2096,true,SIN,Asia Pacific,Singapore,61,5.87
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,82,5.87
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,116,5.87
47.245.107.174,8443,8443,true,SIN,Asia Pacific,Singapore,68,5.87
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,6,5.86
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,5.85
8.222.255.15,80,80,false,SIN,Asia Pacific,Singapore,28,5.85
8.218.119.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,5.84
8.218.105.223,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,5.84
8.222.197.251,2095,2095,false,SIN,Asia Pacific,Singapore,4,5.84
47.236.145.85,2096,2096,true,SIN,Asia Pacific,Singapore,66,5.84
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,5.84
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,81,5.84
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,68,5.84
47.245.107.174,2052,2052,false,SIN,Asia Pacific,Singapore,4,5.84
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,14,5.83
8.218.207.169,2053,2053,true,HKG,Asia Pacific,Hong Kong,121,5.83
8.219.156.148,8443,8443,true,SIN,Asia Pacific,Singapore,123,5.83
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,34,5.83
8.222.255.15,2096,2096,true,SIN,Asia Pacific,Singapore,71,5.83
8.222.226.15,2086,2086,false,SIN,Asia Pacific,Singapore,31,5.83
8.210.117.18,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,5.82
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,66,5.82
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,5.82
8.218.207.169,443,443,true,HKG,Asia Pacific,Hong Kong,52,5.82
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,125,5.82
8.219.82.35,80,80,false,SIN,Asia Pacific,Singapore,16,5.82
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,96,5.82
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,18,5.82
47.74.43.95,2053,2053,true,NRT,Asia Pacific,Tokyo,78,5.82
8.217.145.40,443,443,true,HKG,Asia Pacific,Hong Kong,76,5.80
8.222.249.98,443,443,true,SIN,Asia Pacific,Singapore,42,5.80
8.222.212.172,2086,2086,false,SIN,Asia Pacific,Singapore,5,5.80
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,48,5.80
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,17,5.80
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,38,5.80
8.219.151.193,2086,2086,false,SIN,Asia Pacific,Singapore,7,5.80
8.219.74.35,2087,2087,true,SIN,Asia Pacific,Singapore,37,5.79
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,16,5.79
8.219.245.187,8880,8880,false,SIN,Asia Pacific,Singapore,8,5.79
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.79
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,38,5.78
8.210.101.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,5.78
8.210.250.120,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,5.77
8.219.84.102,2083,2083,true,SIN,Asia Pacific,Singapore,70,5.77
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,20,5.77
47.74.45.143,2096,2096,true,NRT,Asia Pacific,Tokyo,126,5.77
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,5.77
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,5.77
47.236.116.182,2086,2086,false,SIN,Asia Pacific,Singapore,38,5.77
8.222.226.15,80,80,false,SIN,Asia Pacific,Singapore,6,5.77
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,5.76
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,42,5.76
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,5.76
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,5.76
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,5.75
8.217.149.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,5.75
8.222.244.123,8880,8880,false,SIN,Asia Pacific,Singapore,3,5.75
8.219.99.8,2086,2086,false,SIN,Asia Pacific,Singapore,15,5.75
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,180,5.75
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,61,5.75
8.219.195.47,443,443,true,SIN,Asia Pacific,Singapore,94,5.74
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,66,5.74
47.236.7.106,2096,2096,true,SIN,Asia Pacific,Singapore,29,5.74
8.222.254.91,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.74
47.236.116.182,2087,2087,true,SIN,Asia Pacific,Singapore,44,5.74
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,7,5.74
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,11,5.73
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,33,5.73
47.245.93.74,2082,2082,false,SIN,Asia Pacific,Singapore,22,5.73
8.222.150.197,2087,2087,true,SIN,Asia Pacific,Singapore,62,5.73
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,20,5.73
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,5.73
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.73
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,5.73
8.218.188.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,5.72
8.219.101.138,2082,2082,false,SIN,Asia Pacific,Singapore,8,5.72
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,42,5.72
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,40,5.72
8.222.140.87,2082,2082,false,SIN,Asia Pacific,Singapore,23,5.72
8.217.251.62,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,5.72
47.74.5.99,8880,8880,false,NRT,Asia Pacific,Tokyo,73,5.72
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,12,5.72
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,60,5.72
8.219.103.57,2083,2083,true,SIN,Asia Pacific,Singapore,96,5.71
8.222.224.17,2083,2083,true,SIN,Asia Pacific,Singapore,86,5.71
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,6,5.71
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,7,5.71
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,52,5.71
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,18,5.71
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,5,5.71
8.222.249.98,8080,8080,false,SIN,Asia Pacific,Singapore,5,5.70
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,26,5.70
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,12,5.70
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,21,5.70
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,65,5.69
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,78,5.69
47.236.254.120,2083,2083,true,SIN,Asia Pacific,Singapore,72,5.69
8.217.207.60,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,5.69
47.74.37.50,8880,8880,false,NRT,Asia Pacific,Tokyo,76,5.68
8.222.221.90,2083,2083,true,SIN,Asia Pacific,Singapore,91,5.68
8.222.198.105,8443,8443,true,SIN,Asia Pacific,Singapore,50,5.68
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,107,5.68
8.222.202.163,2053,2053,true,SIN,Asia Pacific,Singapore,113,5.68
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,5.68
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,65,5.67
8.219.111.175,2083,2083,true,SIN,Asia Pacific,Singapore,117,5.67
47.91.16.214,8443,8443,true,NRT,Asia Pacific,Tokyo,95,5.67
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,63,5.67
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,5.67
8.222.249.98,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.67
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.66
8.222.144.117,2096,2096,true,SIN,Asia Pacific,Singapore,115,5.66
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,76,5.65
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,5.65
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.65
8.219.206.53,8880,8880,false,SIN,Asia Pacific,Singapore,13,5.65
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,58,5.65
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,5.65
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,87,5.65
